Employee ID,Name,Gender,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
649592,Miraya Chowdhury,Female,Marketing,Content Strategist,69,62.29,77.39,3.8,90.07,46,4.6,0,No
303977,Devansh Lad,Female,HR,Employee Relations,86,72.32,92.3,4.2,72.39,48,3.1,21,No
302929,Anahi Tella,Male,Marketing,SEO Specialist,90,61.06,86.98,3.9,90.57,44,3,28,No
460339,Nakul Mammen,Male,HR,HR Manager,67,74.31,93.12,3.8,81.02,35,3.6,27,No
224744,Abram Saha,Female,HR,Recruitment Specialist,76,69.42,88.47,3.9,92.92,43,3.6,13,No
795511,Hunar Biswas,Male,IT,Software Engineer,66,78.77,82.91,3.8,72.06,40,4.5,13,No
658952,Mehul Chauhan,Male,IT,Data Analyst,93,92.27,87.76,4.4,78.24,54,3.4,1,No
569484,Riya Tank,Female,Marketing,Content Strategist,97,82.33,92.57,3.4,73.45,47,4.3,5,Yes
978668,Charvi Loyal,Male,Sales,Sales Executive,98,83.71,96.53,3.3,96.56,46,4.7,20,Yes
200386,Anay Dubey,Female,Sales,Business Development,73,93.28,85.58,3.2,92.26,43,3,7,No
178944,Hrishita Andra,Male,Marketing,SEO Specialist,66,69.94,90.92,4.3,77.31,47,4.5,1,No
672800,Hridaan Chauhan,Female,Marketing,SEO Specialist,79,60.81,88.33,4.6,93.69,45,4.2,27,No
157465,Purab Gour,Female,Marketing,SEO Specialist,98,87.07,95.58,3.9,99.35,46,4,26,No
423086,Darshit Balasubramanian,Female,IT,Cybersecurity Specialist,79,66.99,96.38,3.8,99.59,36,3.3,21,No
442346,Riya Mangat,Female,Marketing,SEO Specialist,81,76.3,75.69,4.4,94.79,47,3.9,5,No
759144,Nitya Trivedi,Male,Sales,Sales Executive,54,91.6,91.68,4.3,98.15,37,4.2,22,No
969161,Alia Deep,Female,Marketing,Marketing Executive,96,80.65,88.87,4.2,90.38,49,3.3,21,No
296088,Hansh Kala,Female,Finance,Accountant,63,70.02,99.44,3.4,80.87,45,3.6,30,No
606382,Hansh Batra,Female,Marketing,SEO Specialist,84,60.75,89.71,3.3,85.71,51,4.9,11,No
806061,Hunar Chacko,Male,HR,Recruitment Specialist,74,70.51,91.12,4,93.02,45,3.5,21,No
685801,Aayush Kalla,Female,Marketing,Marketing Executive,54,80.1,79.24,4,89.8,43,3.6,19,No
541902,Divit Kale,Male,Sales,Sales Executive,54,63.1,91.75,3.5,75.89,38,3.9,6,No
799346,Oorja Tank,Female,IT,Software Engineer,97,81.39,89.95,3,73.99,35,4.1,1,Yes
603896,Zoya Bhardwaj,Male,Marketing,Content Strategist,80,66.56,89.73,4.3,80.04,46,4.9,5,No
550755,Jayesh Ratta,Male,Finance,Financial Analyst,80,93.9,98.27,4.4,73.91,43,4.6,15,No
402075,Mehul Kalita,Female,Finance,Accountant,77,69.87,92.21,3.2,95.64,39,3.5,27,No
622752,Myra Ravi,Male,Finance,Financial Analyst,51,79.45,81.62,4.2,99.55,41,4.9,14,No
549689,Nehmat Ahluwalia,Female,Sales,Sales Executive,53,67.22,84.88,3.6,84.9,55,3.6,18,No
883703,Devansh Toor,Female,Finance,Accountant,69,84.8,77.44,3.6,77.97,54,3.1,23,No
123009,Vaibhav Sandhu,Female,Finance,Financial Analyst,51,66.88,93.47,3.8,85.92,41,3.7,17,No
884470,Anvi Sengupta,Male,HR,Recruitment Specialist,70,79.6,89.63,4.3,86.4,38,3.1,10,No
631310,Aarav Dey,Male,IT,Data Analyst,51,69.3,94.85,3.2,70.21,54,4.8,22,No
506473,Renee Suresh,Female,IT,Data Analyst,73,65.32,75.52,4.5,87.4,47,3.4,15,No
306244,Kiara Kulkarni,Female,HR,Recruitment Specialist,67,79.42,80.85,4.3,94.73,35,5,13,No
800784,Akarsh Dhar,Male,Marketing,SEO Specialist,69,70.71,78.5,3.8,70.02,38,3.5,4,No
568017,Bhamini Sawhney,Female,Sales,Sales Executive,70,85.98,95.2,4.9,86.69,40,3.4,17,No
851406,Mohanlal Kala,Female,Sales,Account Manager,99,71.83,92.78,4.5,90.16,53,4.5,20,Yes
822392,Vaibhav Edwin,Female,Sales,Business Development,90,89.55,95.06,4.6,80.64,51,3.3,21,No
842474,Kaira Grewal,Male,Sales,Sales Executive,62,65.74,83,3.4,91.38,53,4.8,8,No
848266,Mannat Sachdeva,Male,Sales,Account Manager,83,60.52,76.88,4.4,79.85,47,4.2,12,No
640948,Shaan Ramaswamy,Male,HR,HR Manager,52,74.1,75.83,4.8,95.45,46,4.6,6,No
161100,Aniruddh Shere,Female,HR,HR Manager,88,78.55,95.57,4.9,83.89,42,4.8,16,Yes
602424,Ayesha Tiwari,Female,HR,Recruitment Specialist,74,69.12,76.55,3.9,76.66,39,3.1,24,No
602716,Divit Butala,Female,IT,Software Engineer,77,64.87,77.81,4,81.25,53,4.8,18,No
281299,Kiara Jayaraman,Male,IT,Software Engineer,86,94.12,77.43,3.4,96.29,35,4.3,9,Yes
605239,Miraya Suri,Female,Finance,Financial Analyst,77,87.73,88.98,4.6,98.57,39,4.9,20,No
731879,Prisha Sodhi,Female,IT,Data Analyst,68,74.62,88.88,3.1,86.69,36,4.5,14,No
922524,Eva Dara,Female,Finance,Auditor,68,68.17,93.93,3.5,85.98,45,5,17,No
219479,Shamik Sahota,Female,IT,Software Engineer,60,65.93,91.77,3.5,86.18,47,4.9,25,No
918065,Mohanlal Kothari,Male,Sales,Business Development,64,86.58,75.43,4.9,86.77,40,4.9,22,No
459649,Akarsh Iyengar,Male,Marketing,Content Strategist,73,64.9,78.76,4.8,90.93,46,4.3,11,No
664885,Ela Dhingra,Female,IT,Data Analyst,61,74.67,78.7,4.5,79.79,55,4.1,8,No
916926,Manikya Sridhar,Male,IT,Cybersecurity Specialist,82,86.57,93.61,4,75.03,53,3.7,12,No
866448,Nirvi Deo,Male,Finance,Auditor,63,83.86,91.99,3.7,78.75,36,4.6,2,No
424772,Eva Chawla,Female,Sales,Sales Executive,86,83.01,90.98,3.4,82.42,50,3.5,7,No
894375,Sana Mani,Female,Finance,Accountant,88,66.53,82.05,4.6,85.36,51,3.9,4,No
456634,Eva Bhardwaj,Male,HR,Employee Relations,96,93.72,87.94,4.5,77.34,46,4,0,No
943660,Renee Barad,Female,HR,HR Manager,95,93.38,78.9,4.6,86.72,44,4.4,11,Yes
490010,Abram Khatri,Male,Sales,Sales Executive,51,64.97,97.83,4.1,84.72,35,3.2,15,No
430758,Saksham Krishna,Female,Sales,Sales Executive,50,66.32,75.45,4.8,89.33,47,4.8,4,No
578963,Miraya Ramachandran,Male,IT,Software Engineer,87,64.39,95.03,4.9,96.57,37,3.4,29,No
160029,Sana Kale,Female,IT,Software Engineer,98,77.2,83.48,3.7,70.7,54,4.7,11,Yes
367930,Devansh Sathe,Male,Finance,Accountant,69,87.85,76.96,4.1,91.91,43,4.6,22,No
478531,Saanvi Subramanian,Male,Marketing,Content Strategist,89,83.39,78.13,3.4,92.95,51,4.5,5,Yes
972172,Zaina Kulkarni,Male,Marketing,SEO Specialist,82,76.88,75.01,4.7,85.15,42,4.6,13,No
882206,Ryan Garde,Female,Finance,Auditor,95,84.55,84.9,4.2,72.85,48,4.6,29,Yes
395283,Ranbir Deshmukh,Male,HR,HR Manager,84,89.9,84.25,3.3,87.86,50,3,26,No
177232,Uthkarsh Bains,Male,HR,Employee Relations,100,77.17,98.97,4.2,72.77,51,4.5,20,Yes
356177,Shayak Bala,Female,Finance,Accountant,84,88.02,88.97,4.9,88.65,45,4.1,3,No
245086,Hunar Brar,Female,IT,Cybersecurity Specialist,98,80.86,97.34,3.2,97.17,39,4.7,29,Yes
765593,Shanaya Roy,Male,Marketing,Marketing Executive,83,60.61,96.47,3.1,86.59,51,5,21,No
196164,Ishita Issac,Male,IT,Data Analyst,73,71.48,96.22,3.2,94.21,37,4.3,15,No
225708,Mahika Hora,Female,IT,Software Engineer,97,67.09,94.03,3.7,88.78,37,5,29,Yes
800323,Kavya Mani,Female,HR,HR Manager,75,75.99,81.51,4.6,78.59,50,3.5,2,No
481367,Shayak Bir,Female,Marketing,Content Strategist,63,73.03,76.93,3.8,87.65,49,3.5,1,No
711446,Urvi Raj,Female,HR,Recruitment Specialist,70,65.17,94.91,4.6,83.19,35,4.8,19,No
464263,Shanaya Date,Female,IT,Software Engineer,61,85.1,90.3,4.2,95.95,39,4.5,14,No
144782,Dhanush Shukla,Male,IT,Data Analyst,74,80.49,80.17,3.8,90.54,45,3.1,2,No
441410,Yashvi Bhattacharyya,Female,Finance,Auditor,77,80.95,82.69,4.7,70.03,43,3.7,9,No
745028,Keya Bhakta,Male,HR,HR Manager,59,94.52,95.94,3.6,96.2,50,4.2,24,No
261584,Shalv Grewal,Male,Sales,Sales Executive,86,77.93,82.69,4,72.82,41,3.7,5,No
216251,Parinaaz Sankar,Male,Sales,Business Development,71,91.41,94.11,3.2,87.43,48,3.1,28,No
530490,Ehsaan Solanki,Female,Finance,Accountant,83,68.73,83.13,4.1,78.94,52,4.8,21,No
444969,Ira Lanka,Male,HR,HR Manager,50,94.32,80.27,3.5,78.48,35,4.8,8,No
298955,Hunar Contractor,Male,IT,Software Engineer,50,77.21,81.83,4,94.83,42,4.9,20,No
214387,Hridaan Shan,Female,Finance,Auditor,61,90.47,85.47,4.7,99.51,40,3.4,2,No
810096,Manikya Mander,Male,Sales,Account Manager,68,69.29,79.16,4.7,79.81,55,4.9,27,No
879248,Myra Virk,Male,Marketing,SEO Specialist,81,79.13,86.44,3.8,78.14,42,4.4,29,No
744362,Jivin Saini,Female,Finance,Financial Analyst,79,87.05,80.09,3.6,86.81,49,3.9,5,No
622902,Ritvik Hari,Male,Finance,Accountant,68,75.03,99.94,4.3,81.64,45,4.9,21,No
735920,Bhavin Sami,Male,IT,Cybersecurity Specialist,98,85.53,84.24,4,71.59,50,4.6,12,Yes
893657,Yashvi Atwal,Male,Finance,Accountant,88,65.95,95.46,3.9,84.49,55,4.7,15,Yes
335290,Hiran Walia,Female,IT,Software Engineer,86,72.36,88.35,3.5,96.54,42,4.2,8,Yes
490368,Divit Kara,Female,HR,Recruitment Specialist,56,76.43,93.27,4.9,87.69,46,4.7,12,No
599045,Ishita Sarin,Female,Sales,Business Development,53,89.68,92.74,3.1,89.98,54,4.6,12,No
876675,Purab Issac,Male,IT,Cybersecurity Specialist,98,66.24,92.05,3.3,97.92,54,4.5,26,Yes
668997,Umang Chanda,Male,HR,Recruitment Specialist,75,74.72,77.29,4,81.21,46,4.6,28,No
539216,Ojas Sunder,Female,Sales,Sales Executive,91,81.44,75.5,3.6,87.5,45,3.5,3,No
320337,Emir Kurian,Male,Marketing,Marketing Executive,59,67.35,85.92,4.8,85.21,50,4.9,13,No
880371,Sahil Thakur,Male,Sales,Business Development,54,91.43,84.75,4.2,94.18,37,4.4,11,No
710987,Lakshit Kurian,Female,IT,Software Engineer,66,62.72,81.46,3.1,88.27,46,3.1,25,No
788363,Neelofar Bansal,Female,Finance,Accountant,77,78.06,90.55,3.5,88.96,40,3.3,26,No
914046,Onkar Sethi,Male,Marketing,Marketing Executive,75,73.85,87.38,3.5,86.05,40,3,17,No
638485,Purab Bahl,Male,Finance,Financial Analyst,54,82.94,78.25,5,76.22,41,3.8,26,No
556437,Urvi Joshi,Male,Finance,Accountant,88,91.95,99.55,4.2,70.37,54,4.1,23,Yes
400023,Raunak Sahota,Female,Sales,Business Development,92,78.27,88.52,3.3,81.95,44,3,21,No
773604,Jiya Sur,Female,IT,Cybersecurity Specialist,75,85.12,99.19,3.6,96.03,36,5,22,No
877245,Samiha Tripathi,Female,HR,Employee Relations,73,62.66,95.68,3.9,91.76,52,4.6,15,No
824955,Tanya De,Female,Sales,Account Manager,71,62.79,80.03,3.1,73.31,47,3.9,26,No
342453,Tara Bal,Male,Finance,Accountant,77,88,89.14,4,95.8,55,3.8,0,No
464841,Rohan Arora,Female,HR,Employee Relations,69,65.11,86.98,3.2,94.57,50,3.7,4,No
198280,Navya Krish,Female,HR,Recruitment Specialist,61,66.05,86.92,4.5,81.82,45,4.7,9,No
695670,Tarini Sarraf,Female,IT,Cybersecurity Specialist,91,87.9,98.35,4.4,92.48,46,3.3,18,No
194151,Zaina Sawhney,Female,Sales,Account Manager,75,72.43,78.98,4.2,93.26,50,3.3,30,No
747435,Charvi Dara,Female,Sales,Business Development,82,60.28,96.41,3.1,95.95,44,3.2,23,No
542399,Tushar Saini,Male,Sales,Business Development,88,80.69,99.62,4.9,70.04,55,4.6,21,Yes
643121,Emir Desai,Male,IT,Data Analyst,55,81.44,88.82,4.8,89.5,44,4.3,14,No
209477,Ivana Bhatnagar,Female,Finance,Accountant,100,77.55,80.62,4.2,89.32,51,4.5,3,Yes
734501,Yasmin Bhatt,Male,IT,Data Analyst,66,86.16,96.17,4.2,99.49,54,4.8,3,No
965207,Inaaya  Sethi,Female,IT,Software Engineer,80,82.65,96.94,4,95.67,50,3.1,14,No
143797,Renee Jaggi,Female,Marketing,Content Strategist,97,72.67,89.44,3.1,71.11,54,4.2,28,Yes
902051,Gatik Walla,Male,HR,HR Manager,98,64.88,77.72,3.8,78.86,35,3.3,22,No
464437,Inaaya  Dave,Male,Finance,Auditor,67,87.9,79.51,4.4,89.54,37,4,30,No
230158,Pranay Karpe,Female,Sales,Sales Executive,62,77.78,98.68,4.7,97.63,42,3.1,12,No
532493,Arnav Bhatia,Female,IT,Data Analyst,85,75.86,95.06,4.7,70.98,54,3.6,23,No
678253,Darshit Dayal,Female,IT,Data Analyst,86,75.67,98.06,4.5,95.92,37,3.6,22,No
668258,Rati Malhotra,Male,Marketing,Content Strategist,58,75.76,78.92,4.3,93.07,38,3.2,2,No
931246,Inaaya  Dash,Female,IT,Software Engineer,65,64.8,86.31,3.5,70.88,44,4.6,9,No
380783,Adah Mani,Female,Marketing,Marketing Executive,82,76.34,78.37,3.2,94.41,39,4,29,No
582179,Himmat Kohli,Female,Sales,Sales Executive,71,93.09,97.88,4.7,88.75,50,3.9,19,No
679276,Shayak Chaudhuri,Male,HR,HR Manager,80,70.2,82.75,3.3,80.61,36,4.9,14,No
927501,Vritika Srinivasan,Female,Marketing,Marketing Executive,69,75.96,90.4,4.6,85.09,47,3.1,14,No
537647,Anaya Thaman,Female,HR,HR Manager,73,84.37,97.53,3.3,75.74,47,3.7,19,No
972377,Shaan Ganguly,Male,IT,Software Engineer,98,93.49,92.03,4.8,99.11,55,4.5,26,Yes
850673,Emir Maharaj,Female,Sales,Business Development,87,67.06,94.84,4.8,92.29,44,3.8,17,No
605476,Sara Amble,Female,IT,Cybersecurity Specialist,72,85.28,97.9,4.1,83.92,54,3.3,25,No
712181,Sana Sule,Male,Sales,Sales Executive,70,64.44,76.91,4,72.77,39,4.4,15,No
868326,Aayush Sani,Female,Marketing,SEO Specialist,63,61.02,91.27,4.2,82.84,46,4.9,26,No
426986,Aayush Rana,Male,Sales,Account Manager,60,85.03,77.7,3.8,94.02,41,3.8,20,No
149872,Ira Mammen,Male,Sales,Account Manager,76,92.11,90.32,4.9,71.23,40,3.1,22,No
110513,Uthkarsh Sha,Female,Marketing,Marketing Executive,54,73.04,75.04,4.4,83.1,36,4.7,12,No
108205,Aniruddh Ray,Female,Sales,Account Manager,85,90.27,89.57,3.4,94.61,42,3.6,3,No
781774,Vritika Dar,Female,HR,Recruitment Specialist,88,81.92,82.36,3.9,81.57,41,4.1,1,Yes
171714,Heer Acharya,Female,IT,Cybersecurity Specialist,83,85.36,88.6,3.7,80.55,39,4.3,30,No
132645,Arhaan Choudhary,Male,Finance,Auditor,81,68.96,97.14,3.1,96.26,36,4.3,15,No
837457,Samar Trivedi,Female,Finance,Auditor,70,73.88,96.04,4.9,89.64,43,4.3,13,No
329786,Adira Saraf,Male,Marketing,Content Strategist,64,75.8,89.19,3.3,89.27,36,4.8,19,No
554245,Samiha Chopra,Female,Finance,Accountant,83,92.82,84.34,3.6,92.59,51,4.1,30,No
774276,Chirag Dubey,Female,Finance,Financial Analyst,94,63.31,85.59,3.6,95.43,46,4.1,2,Yes
547118,Oorja Sahota,Female,IT,Software Engineer,66,62.35,87.99,3.7,76.32,55,4.1,27,No
554981,Aaryahi Grover,Male,HR,Recruitment Specialist,68,77.59,79.88,4.4,98.95,44,4,15,No
726049,Mamooty Dalal,Female,Sales,Sales Executive,63,76.89,77.35,3.6,77.18,55,3.3,2,No
849278,Kartik Bora,Female,HR,Recruitment Specialist,91,62.4,86.29,3.9,93.89,35,3.6,18,No
901065,Suhana Buch,Female,HR,Employee Relations,74,67.13,91.51,4.8,97.09,50,4.9,4,No
361720,Aniruddh Handa,Female,Finance,Financial Analyst,59,83.86,79.54,4.4,89.87,49,3.9,12,No
308533,Baiju De,Male,HR,Recruitment Specialist,90,78.67,87.93,3.4,99.51,50,4.9,28,Yes
138077,Bhamini Chowdhury,Female,IT,Cybersecurity Specialist,77,86.7,75.08,5,77.71,50,3.5,30,No
432523,Kimaya Jaggi,Male,HR,Recruitment Specialist,84,79.23,98.48,3.9,74.01,42,3.1,22,No
508574,Sumer Kumar,Male,IT,Software Engineer,99,64.8,77.36,3.8,75.24,41,4.9,25,Yes
386204,Aarna Barad,Male,Sales,Business Development,69,71.8,98.08,4.2,84.32,55,4.8,29,No
314260,Hiran Chacko,Male,Sales,Business Development,69,87.69,79.53,4.5,91.36,46,3.9,8,No
275284,Krish Subramanian,Male,Finance,Financial Analyst,97,69.51,95.81,4.9,93.18,37,3.4,24,No
445843,Kismat Dugar,Male,Sales,Business Development,71,63.04,92.56,3,80.25,47,3.8,22,No
438794,Misha Karnik,Female,Marketing,Marketing Executive,87,83.88,86.79,4.3,91.96,51,3.7,24,No
288665,Baiju Jha,Male,Finance,Accountant,88,71.93,79.01,4.1,71.24,38,4.6,14,Yes
486153,Devansh Handa,Male,Marketing,Marketing Executive,59,94.89,99.63,3.6,95.74,49,4,18,No
944016,Shamik Goel,Male,Sales,Business Development,88,67.32,76.03,3.7,97.27,36,4.5,22,Yes
250513,Vihaan Dey,Female,HR,HR Manager,96,90.59,92.49,4.4,97.5,49,3.4,30,No
375019,Veer Subramanian,Female,IT,Software Engineer,91,89.9,79.9,4,73.5,49,4.3,16,Yes
465527,Yasmin Dada,Male,HR,Recruitment Specialist,69,89.84,88.54,3.7,83.06,35,4.4,16,No
514267,Krish Bhargava,Female,IT,Data Analyst,55,65.45,91.86,3.3,72.17,42,4.4,21,No
827080,Madhup Bora,Male,Sales,Account Manager,54,61.43,95.88,3,76.27,54,3.8,30,No
341217,Sana Mallick,Male,IT,Data Analyst,57,71.82,80.05,3.3,96.61,38,4,2,No
322196,Nehmat Samra,Female,IT,Data Analyst,85,90.24,94.25,4.3,90.17,47,3.4,27,No
730641,Indranil Chana,Male,Marketing,Marketing Executive,61,79.2,91.03,3.2,84.99,40,4.3,26,No
213427,Raunak Sundaram,Female,Sales,Sales Executive,66,63.43,98.72,3,80.36,49,5,23,No
126410,Nehmat Shenoy,Female,Sales,Sales Executive,50,73.08,87.19,4.9,96.16,51,3.9,24,No
359440,Gokul Bail,Male,Sales,Account Manager,52,82.94,93.61,4.5,92.37,53,3.6,29,No
654411,Samiha Gole,Male,Finance,Auditor,85,88,80.93,3.5,85.64,43,4.1,10,No
254181,Ishita Handa,Female,Marketing,Content Strategist,98,69.78,87.67,4.7,88.54,38,4.9,2,Yes
666883,Ojas Grover,Male,Sales,Sales Executive,55,82.21,84.41,3.4,82.69,40,3.8,12,No
752227,Jayant Swamy,Male,Marketing,Marketing Executive,79,64,98.58,3.8,85.08,47,3.4,0,No
728861,Aayush Wadhwa,Male,Finance,Accountant,66,75.32,85.46,4.9,79.26,38,4,0,No
613504,Bhamini Bhavsar,Female,Marketing,SEO Specialist,80,70.63,92.04,4.8,95.62,37,3.1,13,No
170273,Navya Dave,Female,Finance,Financial Analyst,78,88.75,98.53,3.4,84.41,44,4.1,1,No
327111,Piya Boase,Male,HR,HR Manager,56,69.1,84.3,3.6,91.57,42,3.1,26,No
389471,Hrishita Doctor,Female,HR,Recruitment Specialist,60,91.21,92.35,3.3,95.85,50,4.4,29,No
866096,Darshit Sachdev,Female,Marketing,Marketing Executive,88,72.68,80.94,3.1,95.81,46,3.6,11,No
786801,Madhup Chand,Female,Marketing,Marketing Executive,77,89.04,91.14,3.6,75.22,46,4.5,22,No
488628,Siya Soni,Female,HR,HR Manager,59,90.81,79.71,4.2,94.04,45,4.6,10,No
322852,Chirag Karnik,Female,Marketing,SEO Specialist,75,89.93,80.75,4.3,84.02,46,4.9,21,No
562680,Samaira Doctor,Male,Sales,Account Manager,61,92.58,83.95,4.9,89.83,46,5,6,No
189011,Lakshay Seshadri,Male,HR,HR Manager,83,73.23,83.18,3.3,70.11,52,3.7,24,No
969750,Drishya Ganguly,Male,Finance,Financial Analyst,56,71.17,86.78,3.1,92.87,44,4.9,5,No
809309,Nirvi Thaker,Female,HR,HR Manager,89,78.47,92.26,3.4,88.1,35,4.1,25,Yes
562858,Siya Cheema,Female,HR,HR Manager,50,78.04,93.33,3.9,93.57,41,3.8,6,No
428390,Sara Dugar,Male,Sales,Business Development,96,83.13,76.73,4,77.98,49,3.3,0,No
272738,Uthkarsh Agate,Female,Marketing,Marketing Executive,75,91.88,82.33,4.1,80.17,41,4.1,24,No
480631,Nehmat Anand,Male,IT,Cybersecurity Specialist,97,92.31,75.91,4.9,99.62,40,3.7,26,No
815734,Kismat Sankar,Male,Marketing,Content Strategist,73,91.85,79.81,4.8,94.98,45,4.3,20,No
660612,Jivin Choudhary,Male,Marketing,Marketing Executive,82,75.33,99.97,4.4,74.23,53,3.3,17,No
677809,Hridaan Tara,Female,Marketing,Content Strategist,52,90.77,79.97,4.3,88.16,37,4.3,12,No
252553,Hazel Gandhi,Female,Finance,Auditor,59,61.41,99.13,3.9,76.28,45,3.4,10,No
699840,Nishith Doshi,Male,Finance,Accountant,97,69.21,93.34,4.2,76.38,51,4.3,27,Yes
327774,Darshit Walia,Male,IT,Cybersecurity Specialist,68,63.56,80.83,3.8,95.41,45,4.3,3,No
346594,Parinaaz Singh,Male,Marketing,SEO Specialist,73,69.99,76.11,3.7,81.31,55,4.2,28,No
199042,Yakshit Badami,Male,Marketing,Content Strategist,53,69.11,85.84,4.6,86.05,54,4.7,27,No
735632,Jivika Dhingra,Female,Finance,Financial Analyst,93,60.1,76.83,3.1,76.8,40,3.5,9,No
325772,Hansh Yadav,Female,Finance,Accountant,91,76.43,87.32,4,93.17,38,4.9,26,Yes
255134,Aarav Doshi,Male,Sales,Sales Executive,57,69.93,79.47,3.7,74.74,51,4.6,28,No
301570,Ira Kari,Male,IT,Cybersecurity Specialist,51,91.26,80.27,4.9,86.15,48,4.2,8,No
462986,Anya Buch,Female,Marketing,SEO Specialist,69,81.72,88.14,3.7,78.33,48,4.9,2,No
650706,Tarini Maharaj,Female,Finance,Financial Analyst,86,89.14,81.28,4.1,88.52,53,4.1,28,Yes
530965,Advik Sinha,Male,Sales,Business Development,94,85.29,89.14,4.1,85.71,44,4.1,28,Yes
994421,Drishya Karpe,Male,Finance,Accountant,88,90.85,86.07,3.9,94.16,40,4.5,21,Yes
202456,Sara Borra,Male,Marketing,Content Strategist,94,86.13,86.42,4,97.74,38,4.6,27,Yes
629224,Uthkarsh Deshpande,Female,Finance,Auditor,63,61.77,90.03,4.4,79.07,40,3.7,5,No
365926,Nitara Joshi,Female,Finance,Financial Analyst,55,73.1,76.01,4.9,70.48,45,4.4,19,No
691758,Adira Banik,Female,Sales,Business Development,75,87.55,90.57,3.3,77.92,41,4.1,15,No
163408,Advik Randhawa,Male,Sales,Account Manager,98,83.32,75.11,3.4,81.51,35,4.8,3,Yes
204347,Baiju Cheema,Male,HR,Employee Relations,99,68.63,78.93,4.8,86.44,42,3.1,28,No
686703,Eshani Thaman,Female,IT,Cybersecurity Specialist,66,71.65,85.44,3.9,97.17,39,4.5,14,No
547935,Hridaan Khurana,Female,Finance,Accountant,68,66.26,87.5,4.2,71.44,41,3.6,8,No
182021,Prerak Lal,Male,Finance,Financial Analyst,80,61.97,99.82,3.8,78.82,42,4.4,9,No
860241,Indrans Keer,Female,Finance,Accountant,100,90.5,88.31,4.4,95.61,39,4.2,25,Yes
393464,Tiya Ramakrishnan,Female,Marketing,SEO Specialist,50,83.72,80.44,3.1,94.81,35,3.6,5,No
439957,Diya Dalal,Male,IT,Software Engineer,64,83.72,93.54,4.8,98.21,51,4.6,30,No
109592,Ritvik Kashyap,Female,HR,HR Manager,66,69.52,90.43,3.9,71.63,39,3.3,12,No
232245,Eva Bhavsar,Male,Finance,Financial Analyst,70,77.22,77.97,4.2,91.86,40,4.8,14,No
690155,Saanvi Bora,Male,Finance,Financial Analyst,83,79.04,78.8,3.7,83.58,35,4,13,No
535543,Vardaniya Kale,Male,Marketing,Content Strategist,86,70.41,98.32,4,99.35,38,4,2,No
251693,Riaan Sachdev,Male,HR,HR Manager,87,82.14,91.39,3.7,93,44,3.2,1,No
934202,Adah Kade,Male,IT,Cybersecurity Specialist,52,64.93,92.65,3,77.73,43,4,15,No
107707,Khushi Mander,Male,IT,Cybersecurity Specialist,67,87.86,75.38,5,73.89,48,4.1,8,No
345843,Advik Vasa,Male,Sales,Sales Executive,63,69.68,87.01,3.6,81.33,42,4.3,9,No
173292,Inaaya  Sehgal,Female,Marketing,Content Strategist,66,67.12,79.81,4.9,88.21,41,5,19,No
199980,Onkar Kari,Male,HR,HR Manager,87,64.8,77.71,4.9,78.75,38,3.1,2,No
964680,Amira Dhingra,Male,Finance,Financial Analyst,76,60.28,98.92,3.8,70.06,38,3.2,24,No
291931,Lakshay Dara,Female,IT,Data Analyst,90,72.39,83.11,3.6,86.26,45,3.3,7,No
765431,Rhea Dhar,Female,IT,Cybersecurity Specialist,70,83.01,78.78,4.6,75.91,42,3.8,13,No
180633,Emir Sood,Female,Finance,Auditor,68,62.64,90.03,4.8,89.23,41,4.7,24,No
450996,Akarsh Suri,Male,IT,Cybersecurity Specialist,70,68.39,92.57,4,88.34,38,3.3,12,No
457604,Saira Kothari,Female,Finance,Financial Analyst,70,86.42,75.65,4.9,73.51,36,4,26,No
787273,Vritika Ram,Male,Marketing,Marketing Executive,73,65.57,86.93,4.8,81.61,47,4.4,18,No
333080,Anya Aggarwal,Male,Sales,Business Development,62,64.09,78.52,5,77.08,50,3,1,No
173380,Ishita Apte,Male,HR,HR Manager,63,63.17,97.46,3.7,99.89,36,4.2,10,No
141444,Shlok Mahajan,Male,Finance,Financial Analyst,86,73.3,76,4,93.94,53,4.8,17,Yes
579568,Adah Bobal,Female,Finance,Financial Analyst,54,71.48,99.93,4.9,92.17,47,3.1,28,No
890588,Kashvi Rajagopal,Female,HR,HR Manager,60,65.14,84.35,3.3,86.8,40,4,9,No
478721,Zaina Kaul,Male,Sales,Business Development,77,73.85,79.5,3.4,99.91,48,3.9,2,No
138783,Yashvi Bala,Male,Sales,Sales Executive,51,81.66,85.85,3.5,89.49,47,4.2,28,No
799194,Trisha Mane,Male,Sales,Business Development,79,81.75,83.34,4.2,77.99,42,4.2,20,No
768548,Hrishita Bose,Female,IT,Data Analyst,89,71.37,83.27,3.3,95.65,53,4.9,2,Yes
827716,Jivika Sur,Male,HR,Employee Relations,72,61.52,88.31,4.8,82.1,35,4.4,2,No
898660,Sara Bal,Male,Marketing,Content Strategist,56,72.73,94.33,4.5,96.57,36,4.5,17,No
255208,Sumer Kothari,Female,Finance,Financial Analyst,54,87,96.19,3.7,88.56,42,4.7,6,No
533724,Jhanvi Dutta,Female,Marketing,Marketing Executive,91,68.31,97.47,4,81.83,48,3.5,24,No
893853,Dhruv Gera,Male,Marketing,Marketing Executive,56,69.85,76.34,5,86.23,48,5,3,No
